"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","218.00 Number","Number","2014/2015_Dec","2014-12-01","2014-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","217.00 Number","Number","2014/2015_Jan","2015-01-01","2015-01-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","646.00 Number","Number","2014/2015_Q4","2015-01-01","2015-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","197.00 Number","Number","2014/2015_Feb","2015-02-01","2015-02-28","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","233.00 Number","Number","2014/2015_Mar","2015-03-01","2015-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","2858.00 Number","Number","2015/2016","2015-04-01","2016-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","248.00 Number","Number","2015/2016_Apr","2015-04-01","2015-04-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","751.00 Number","Number","2015/2016_Q1","2015-04-01","2015-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","261.00 Number","Number","2015/2016_May","2015-05-01","2015-05-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","242.00 Number","Number","2015/2016_Jun","2015-06-01","2015-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","740.00 Number","Number","2015/2016_Q2","2015-07-01","2015-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","252.00 Number","Number","2015/2016_Jul","2015-07-01","2015-07-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","259.00 Number","Number","2015/2016_Aug","2015-08-01","2015-08-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","229.00 Number","Number","2015/2016_Sep","2015-09-01","2015-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","691.00 Number","Number","2015/2016_Q3","2015-10-01","2015-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","240.00 Number","Number","2015/2016_Oct","2015-10-01","2015-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","184.00 Number","Number","2015/2016_Nov","2015-11-01","2015-11-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","267.00 Number","Number","2015/2016_Dec","2015-12-01","2015-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","222.00 Number","Number","2015/2016_Jan","2016-01-01","2016-01-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","676.00 Number","Number","2015/2016_Q4","2016-01-01","2016-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","212.00 Number","Number","2015/2016_Feb","2016-02-01","2016-02-29","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","242.00 Number","Number","2015/2016_Mar","2016-03-01","2016-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","3140.00 Number","Number","2016/2017","2016-04-01","2017-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","796.00 Number","Number","2016/2017_Q1","2016-04-01","2016-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","252.00 Number","Number","2016/2017_Apr","2016-04-01","2016-04-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","265.00 Number","Number","2016/2017_May","2016-05-01","2016-05-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","279.00 Number","Number","2016/2017_Jun","2016-06-01","2016-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","804.00 Number","Number","2016/2017_Q2","2016-07-01","2016-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","296.00 Number","Number","2016/2017_Jul","2016-07-01","2016-07-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","256.00 Number","Number","2016/2017_Aug","2016-08-01","2016-08-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","252.00 Number","Number","2016/2017_Sep","2016-09-01","2016-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","785.00 Number","Number","2016/2017_Q3","2016-10-01","2016-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","263.00 Number","Number","2016/2017_Oct","2016-10-01","2016-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","243.00 Number","Number","2016/2017_Nov","2016-11-01","2016-11-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","279.00 Number","Number","2016/2017_Dec","2016-12-01","2016-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","283.00 Number","Number","2016/2017_Jan","2017-01-01","2017-01-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","755.00 Number","Number","2016/2017_Q4","2017-01-01","2017-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","190.00 Number","Number","2016/2017_Feb","2017-02-01","2017-02-28","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","282.00 Number","Number","2016/2017_Mar","2017-03-01","2017-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","242.00 Number","Number","2017/2018_Apr","2017-04-01","2017-04-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","837.00 Number","Number","2017/2018_Q1","2017-04-01","2017-06-30","Monthly"
